;VARIABLE_CIBLE
52982;0.6
52983;1.0
52984;0.6
52985;1.0
52986;0.2
52987;0.6
52988;0.6
52989;0.8
52990;0.8
52991;0.6
52992;0.2
52993;0.4
52994;0.6
52995;0.8
52996;0.4
52997;0.4
52998;0.8
52999;0.8
53000;0.8
53001;0.0
53002;0.6
53003;0.4
53004;0.6
53005;1.0
53006;0.8
53007;0.8
53008;0.8
53009;0.8
53010;1.0
53011;1.0
53012;0.6
53013;0.8
53014;0.4
53015;0.8
53016;1.0
53017;0.6
53018;0.4
53019;0.6
53020;0.8
53021;0.4
53022;0.4
53023;0.4
53024;0.8
53025;0.8
53026;0.6
53027;0.6
53028;0.8
53029;0.6
53030;0.2
53031;0.6
53032;0.8
53033;0.4
53034;0.6
53035;0.4
53036;0.6
53037;0.4
53038;0.6
53039;0.8
53040;0.8
53041;1.0
53042;0.8
53043;0.6
53044;0.4
53045;0.8
53046;0.2
53047;0.8
53048;0.4
53049;0.4
53050;0.6
53051;0.8
53052;0.6
53053;1.0
53054;0.6
53055;0.2
53056;0.6
53057;0.4
53058;0.4
53059;0.4
53060;1.0
53061;0.6
53062;0.8
53063;1.0
53064;0.6
53065;0.6
53066;0.8
53067;0.6
53068;0.6
53069;1.0
53070;0.6
53071;0.6
53072;0.4
53073;0.8
53074;0.4
53075;0.4
53076;0.6
53077;0.6
53078;0.8
53079;0.6
53080;0.8
53081;0.4
53082;0.8
53083;0.8
53084;0.6
53085;0.8
53086;0.8
53087;0.8
53088;0.6
53089;1.0
53090;0.4
53091;0.6
53092;0.4
53093;1.0
53094;0.6
53095;1.0
53096;0.6
53097;0.6
53098;0.8
53099;0.8
53100;0.4
53101;0.2
53102;0.6
53103;0.4
53104;0.6
53105;0.6
53106;0.6
53107;0.6
53108;0.8
53109;0.6
53110;1.0
53111;0.6
53112;0.6
53113;0.6
53114;0.8
53115;0.6
53116;1.0
53117;0.6
53118;1.0
53119;0.8
53120;0.4
53121;0.4
53122;0.6
53123;0.6
53124;0.2
53125;0.6
53126;0.6
53127;1.0
53128;0.6
53129;0.4
53130;0.6
53131;0.8
53132;0.8
53133;1.0
53134;1.0
53135;0.6
53136;0.4
53137;0.8
53138;1.0
53139;0.6
53140;0.6
53141;0.6
53142;1.0
53143;0.6
53144;0.6
53145;0.8
53146;0.6
53147;0.8
53148;0.6
53149;0.8
53150;0.4
53151;0.4
53152;0.4
53153;0.6
53154;0.4
53155;0.2
53156;0.4
53157;0.4
53158;0.8
53159;0.4
53160;0.4
53161;1.0
53162;0.2
53163;0.4
53164;0.4
53165;0.0
53166;0.6
53167;0.8
53168;0.4
53169;0.4
53170;0.4
53171;0.4
53172;0.6
53173;0.8
53174;0.4
53175;0.6
53176;0.4
53177;0.8
53178;0.8
53179;0.6
53180;0.2
53181;0.8
53182;0.6
53183;0.6
53184;0.4
53185;0.6
53186;0.4
53187;0.6
53188;0.6
53189;0.2
53190;0.2
53191;0.6
53192;0.8
53193;0.8
53194;0.4
53195;0.8
53196;1.0
53197;0.8
53198;0.0
53199;0.8
53200;0.4
53201;0.8
53202;0.6
53203;0.8
53204;0.4
53205;0.8
53206;0.0
53207;0.8
53208;0.6
53209;0.4
53210;0.8
53211;1.0
53212;0.0
53213;1.0
53214;1.0
53215;0.6
53216;1.0
53217;0.4
53218;0.6
53219;0.6
53220;0.6
53221;0.4
53222;0.4
53223;0.4
53224;0.8
53225;0.8
53226;0.6
53227;0.8
53228;0.8
53229;0.8
53230;0.6
53231;0.8
53232;0.4
53233;0.4
53234;0.6
53235;0.8
53236;0.8
53237;0.8
53238;1.0
53239;0.8
53240;0.6
53241;0.8
53242;0.6
53243;0.2
53244;0.4
53245;0.6
53246;0.6
53247;0.2
53248;0.8
53249;0.8
53250;0.2
53251;0.4
53252;0.4
53253;0.8
53254;1.0
53255;0.2
53256;1.0
53257;0.6
53258;0.2
53259;0.6
53260;0.6
53261;0.8
53262;0.8
53263;0.8
53264;0.2
53265;0.2
53266;0.8
53267;0.2
53268;0.4
53269;0.8
53270;0.6
53271;0.8
53272;0.2
53273;0.8
53274;0.4
53275;0.6
53276;0.2
53277;1.0
53278;0.6
53279;0.4
53280;0.8
53281;0.8
53282;0.6
53283;0.6
53284;0.4
53285;0.0
53286;0.6
53287;0.8
53288;0.6
53289;1.0
53290;0.0
53291;0.4
53292;0.8
53293;0.4
53294;0.4
53295;0.8
53296;0.2
53297;0.8
53298;0.6
53299;0.6
53300;0.8
53301;0.8
53302;0.2
53303;0.0
53304;0.6
53305;1.0
53306;0.4
53307;0.6
53308;0.8
53309;0.6
53310;0.6
53311;1.0
53312;0.8
53313;0.2
53314;0.8
53315;0.4
53316;0.6
53317;0.6
53318;0.2
53319;0.4
53320;0.6
53321;0.8
53322;0.6
53323;0.6
53324;0.8
53325;0.2
53326;1.0
53327;0.2
53328;0.6
53329;0.4
53330;1.0
53331;0.6
53332;0.8
53333;0.6
53334;0.6
53335;0.2
53336;0.6
53337;0.4
53338;0.6
53339;0.4
53340;1.0
53341;0.6
53342;0.6
53343;0.4
53344;0.2
53345;0.2
53346;0.6
53347;0.0
53348;0.6
53349;0.6
53350;0.4
53351;1.0
53352;0.6
53353;0.2
53354;0.8
53355;0.6
53356;0.4
53357;0.8
53358;0.6
53359;0.4
53360;0.6
53361;0.4
53362;0.4
53363;0.6
53364;0.4
53365;0.8
53366;0.2
53367;0.6
53368;0.4
53369;0.4
53370;1.0
53371;0.6
53372;0.4
53373;0.8
53374;0.8
53375;0.4
53376;0.6
53377;0.6
53378;0.6
53379;1.0
53380;0.6
53381;0.4
53382;0.6
53383;0.6
53384;0.6
53385;0.6
53386;0.4
53387;0.6
53388;0.6
53389;0.2
53390;0.6
53391;0.4
53392;0.6
53393;0.4
53394;0.8
53395;0.4
53396;0.6
53397;1.0
53398;0.6
53399;0.6
53400;1.0
53401;0.8
53402;0.6
53403;0.8
53404;0.8
53405;0.8
53406;0.4
53407;0.6
53408;0.4
53409;0.2
53410;0.6
53411;0.6
53412;0.8
53413;0.8
53414;0.4
53415;0.8
53416;0.4
53417;0.4
53418;0.4
53419;0.6
53420;0.4
53421;0.8
53422;0.8
53423;0.4
53424;0.4
53425;0.4
53426;0.6
53427;0.6
53428;1.0
53429;0.4
53430;0.4
53431;0.6
53432;0.8
53433;0.8
53434;0.6
53435;0.8
53436;0.6
53437;0.4
53438;0.6
53439;1.0
53440;1.0
53441;0.8
53442;0.2
53443;0.8
53444;0.8
53445;0.2
53446;0.2
53447;0.6
53448;0.8
53449;0.8
53450;0.8
53451;0.2
53452;0.8
53453;0.8
53454;1.0
53455;0.6
53456;0.6
53457;0.8
53458;0.2
53459;0.6
53460;0.0
53461;0.8
53462;0.8
53463;0.8
53464;0.8
53465;0.6
53466;0.2
53467;0.6
53468;0.4
53469;0.6
53470;0.6
53471;0.8
53472;0.4
53473;0.8
53474;0.8
53475;0.8
53476;0.4
53477;0.4
53478;0.2
53479;0.2
53480;0.8
53481;0.6
53482;0.6
53483;0.2
53484;0.6
53485;1.0
53486;0.8
53487;1.0
53488;0.2
53489;0.6
53490;0.4
53491;0.2
53492;0.2
53493;0.6
53494;0.8
53495;0.4
53496;0.8
53497;0.6
53498;0.4
53499;0.6
53500;0.8
53501;0.4
53502;0.2
53503;0.2
53504;0.6
53505;0.6
53506;0.6
53507;0.6
53508;1.0
53509;0.6
53510;0.8
53511;0.8
53512;1.0
53513;0.6
53514;0.2
53515;0.4
53516;1.0
53517;0.2
53518;0.6
53519;0.8
53520;0.2
53521;0.6
53522;1.0
53523;1.0
53524;0.2
53525;0.4
53526;0.8
53527;0.8
53528;0.4
53529;1.0
53530;0.8
53531;0.6
53532;0.4
53533;0.4
53534;0.8
53535;1.0
53536;0.6
53537;0.6
53538;0.6
53539;0.4
53540;0.8
53541;0.4
53542;1.0
53543;0.8
53544;0.6
53545;0.8
53546;0.4
53547;0.8
53548;0.4
53549;0.6
53550;0.4
53551;0.6
53552;0.6
53553;0.8
53554;0.4
53555;0.6
53556;0.4
53557;0.8
53558;0.8
53559;0.8
53560;0.6
53561;0.4
53562;0.6
53563;0.2
53564;0.8
53565;1.0
53566;0.4
53567;1.0
53568;0.6
53569;0.2
53570;0.6
53571;1.0
53572;1.0
53573;0.8
53574;0.4
53575;0.8
53576;0.6
53577;0.6
53578;0.8
53579;0.6
53580;0.4
53581;0.6
53582;0.8
53583;0.8
53584;0.4
53585;0.8
53586;0.8
53587;0.6
53588;1.0
53589;0.6
53590;0.0
53591;0.8
53592;0.4
53593;0.8
53594;0.8
53595;0.4
53596;0.6
53597;0.0
53598;0.6
53599;0.8
53600;0.8
53601;0.0
53602;0.4
53603;0.6
53604;0.6
53605;0.6
53606;0.4
53607;0.6
53608;0.6
53609;0.6
53610;0.8
53611;0.6
53612;0.4
53613;0.6
53614;0.8
53615;0.8
53616;0.4
53617;0.6
53618;0.4
53619;0.4
53620;0.6
53621;0.4
53622;0.8
53623;0.0
53624;1.0
53625;0.6
53626;0.6
53627;0.8
53628;0.8
53629;0.4
53630;0.4
53631;0.6
53632;0.8
53633;0.2
53634;0.8
53635;0.8
53636;0.2
53637;0.8
53638;0.8
53639;0.4
53640;1.0
53641;0.8
53642;0.8
53643;0.4
53644;0.8
53645;0.2
53646;0.4
53647;0.6
53648;0.6
53649;0.8
53650;0.6
53651;1.0
53652;0.8
53653;0.6
53654;0.6
53655;0.2
53656;0.8
53657;0.8
53658;0.6
53659;0.2
53660;0.2
53661;0.8
53662;1.0
53663;0.6
53664;0.8
53665;0.4
53666;0.4
53667;0.6
53668;0.2
53669;0.6
53670;0.4
53671;0.6
53672;0.6
53673;0.6
53674;0.4
53675;0.2
53676;0.4
53677;0.8
53678;0.6
53679;1.0
53680;0.8
53681;0.8
53682;0.8
53683;0.4
53684;0.8
53685;0.8
53686;0.8
53687;0.8
53688;0.4
53689;0.4
53690;0.8
53691;0.8
53692;0.6
53693;0.6
53694;0.8
53695;0.8
53696;0.6
53697;0.4
53698;0.8
53699;0.6
53700;0.4
53701;0.6
53702;0.6
53703;0.6
53704;1.0
53705;0.4
53706;0.4
53707;0.8
53708;0.4
53709;0.8
53710;0.8
53711;0.6
53712;0.8
53713;0.6
53714;0.6
53715;0.6
53716;1.0
53717;0.4
53718;0.8
53719;0.2
53720;0.2
53721;0.8
53722;0.4
53723;0.8
53724;0.2
53725;0.8
53726;0.8
53727;0.6
53728;0.8
53729;0.6
53730;0.6
53731;0.2
53732;1.0
53733;0.2
53734;0.4
53735;0.4
53736;0.8
53737;0.6
53738;0.8
53739;0.2
53740;0.8
53741;0.6
53742;0.6
53743;0.6
53744;0.6
53745;0.2
53746;0.8
53747;0.4
53748;0.6
53749;0.4
53750;0.4
53751;0.2
53752;0.6
53753;0.4
53754;0.6
53755;1.0
53756;1.0
53757;0.6
53758;0.6
53759;0.8
53760;0.6
53761;0.4
53762;1.0
53763;0.2
53764;0.4
53765;0.6
53766;0.8
53767;0.2
53768;0.4
53769;1.0
53770;0.8
53771;0.8
53772;0.6
53773;0.8
53774;0.4
53775;0.4
53776;0.6
53777;0.4
53778;0.8
53779;0.4
53780;0.8
53781;0.2
53782;0.8
53783;0.6
53784;0.8
53785;0.2
53786;0.6
53787;0.2
53788;0.8
53789;0.4
53790;1.0
53791;0.6
53792;0.8
53793;0.4
53794;0.8
53795;0.2
53796;0.8
53797;0.8
53798;0.4
53799;1.0
53800;0.6
53801;0.6
53802;0.8
53803;0.8
53804;1.0
53805;0.6
53806;0.2
53807;0.4
53808;0.4
53809;0.6
53810;0.2
53811;0.4
53812;0.8
53813;0.0
53814;0.8
53815;1.0
53816;0.6
53817;0.4
53818;0.8
53819;0.6
53820;0.6
53821;0.8
53822;0.4
53823;0.2
53824;0.6
53825;0.8
53826;0.6
53827;0.6
53828;0.4
53829;0.8
53830;0.2
53831;0.4
53832;0.8
53833;0.4
53834;0.4
53835;0.4
53836;0.8
53837;0.4
53838;0.6
53839;0.2
53840;1.0
53841;0.6
53842;0.8
53843;0.8
53844;0.2
53845;0.6
53846;0.4
53847;0.4
53848;0.6
53849;0.4
53850;0.6
53851;0.8
53852;1.0
53853;0.8
53854;0.6
53855;0.6
53856;0.6
53857;0.4
53858;1.0
53859;0.4
53860;0.8
53861;1.0
53862;0.6
53863;0.8
53864;0.8
53865;0.8
53866;0.4
53867;0.6
53868;0.4
53869;0.6
53870;0.8
53871;0.6
53872;0.0
53873;0.6
53874;0.6
53875;0.8
53876;0.8
53877;0.4
53878;1.0
53879;0.8
53880;1.0
53881;0.8
53882;0.8
53883;0.8
53884;0.8
53885;0.4
53886;0.6
53887;0.2
53888;0.4
53889;0.6
53890;1.0
53891;0.6
53892;0.6
53893;0.2
53894;0.8
53895;0.8
53896;0.4
53897;0.8
53898;1.0
53899;0.4
53900;0.8
53901;1.0
53902;0.6
53903;0.4
53904;0.8
53905;0.2
53906;0.4
53907;1.0
53908;0.8
53909;0.8
53910;0.8
53911;0.4
53912;0.4
53913;0.2
53914;0.6
53915;0.8
53916;1.0
53917;0.4
53918;0.8
53919;0.6
53920;0.6
53921;0.6
53922;0.6
53923;0.8
53924;0.0
53925;0.0
53926;0.4
53927;0.6
53928;0.2
53929;1.0
53930;0.4
53931;0.2
53932;0.4
53933;0.0
53934;0.2
53935;0.6
53936;0.6
53937;0.4
53938;0.8
53939;0.4
53940;0.6
53941;0.6
53942;0.6
53943;0.8
53944;0.8
53945;1.0
53946;0.4
53947;0.8
53948;0.8
53949;0.0
53950;0.6
53951;0.6
53952;0.6
53953;0.4
53954;0.6
53955;0.6
53956;0.2
53957;0.4
53958;0.8
53959;0.4
53960;0.6
53961;0.6
53962;0.4
53963;0.8
53964;0.4
53965;0.2
53966;0.4
53967;0.4
53968;0.8
53969;0.4
53970;0.6
53971;0.2
53972;0.2
53973;0.8
53974;0.2
53975;0.6
53976;0.6
53977;0.6
53978;0.6
53979;0.8
53980;1.0
53981;0.6
53982;1.0
53983;0.0
53984;0.8
53985;0.6
53986;0.8
53987;0.2
53988;0.6
53989;0.8
53990;0.4
53991;0.2
53992;0.6
53993;0.2
53994;0.0
53995;0.2
53996;0.8
53997;0.2
53998;0.2
53999;0.6
54000;0.8
54001;0.6
54002;0.6
54003;0.8
54004;0.6
54005;0.6
54006;0.4
54007;0.6
54008;0.4
54009;0.2
54010;0.2
54011;0.2
54012;0.4
54013;0.6
54014;1.0
54015;0.8
54016;1.0
54017;0.2
54018;0.6
54019;0.8
54020;0.8
54021;0.8
54022;0.6
54023;0.4
54024;0.2
54025;1.0
54026;0.4
54027;0.0
54028;1.0
54029;0.4
54030;0.8
54031;0.4
54032;0.8
54033;1.0
54034;0.8
54035;0.6
54036;1.0
54037;0.4
54038;0.6
54039;0.6
54040;0.4
54041;0.8
54042;0.2
54043;0.4
54044;1.0
54045;0.6
54046;0.4
54047;0.6
54048;0.6
54049;0.0
54050;0.8
54051;0.6
54052;0.6
54053;0.6
54054;1.0
54055;0.2
54056;0.8
54057;0.6
54058;0.8
54059;0.6
54060;0.6
54061;0.8
54062;1.0
54063;0.2
54064;0.2
54065;0.6
54066;0.4
54067;0.6
54068;0.4
54069;0.6
54070;0.4
54071;0.6
54072;0.8
54073;0.6
54074;0.8
54075;0.8
54076;0.6
54077;0.6
54078;0.6
54079;0.8
54080;0.8
54081;0.6
54082;1.0
54083;0.2
54084;1.0
54085;0.6
54086;0.6
54087;0.8
54088;0.6
54089;1.0
54090;0.8
54091;0.8
54092;0.8
54093;1.0
54094;0.4
54095;0.4
54096;0.8
54097;0.2
54098;1.0
54099;0.4
54100;0.4
54101;0.4
54102;1.0
54103;0.4
54104;0.8
54105;0.6
54106;0.4
54107;0.8
54108;0.6
54109;1.0
54110;1.0
54111;0.6
54112;0.8
54113;0.2
54114;0.4
54115;0.0
54116;0.4
54117;0.4
54118;0.8
54119;0.4
54120;0.2
54121;0.6
54122;0.4
54123;0.4
54124;0.4
54125;1.0
54126;0.6
54127;1.0
54128;0.8
54129;0.8
54130;0.4
54131;0.6
54132;0.6
54133;0.6
54134;0.6
54135;0.8
54136;0.6
54137;0.4
54138;0.8
54139;0.8
54140;0.8
54141;1.0
54142;0.8
54143;0.8
54144;1.0
54145;0.6
54146;1.0
54147;0.6
54148;0.8
54149;0.2
54150;0.4
54151;0.6
54152;0.2
54153;0.2
54154;1.0
54155;0.0
54156;0.4
54157;0.0
54158;0.8
54159;0.8
54160;0.4
54161;0.8
54162;0.6
54163;0.6
54164;0.2
54165;0.8
54166;0.4
54167;0.8
54168;0.8
54169;0.6
54170;0.6
54171;0.4
54172;0.8
54173;0.6
54174;0.0
54175;1.0
54176;0.4
54177;0.4
54178;0.6
54179;0.8
54180;0.6
54181;0.8
54182;0.4
54183;0.2
54184;0.8
54185;0.4
54186;0.6
54187;0.6
54188;0.8
54189;0.6
54190;0.2
54191;0.6
54192;0.6
54193;0.2
54194;0.8
54195;0.2
54196;0.6
54197;0.8
54198;0.8
54199;0.8
54200;0.6
54201;0.6
54202;0.8
54203;1.0
54204;0.6
54205;0.0
54206;0.4
54207;0.6
54208;0.4
54209;0.6
54210;0.2
54211;0.4
54212;0.8
54213;0.4
54214;1.0
54215;0.6
54216;0.4
54217;0.6
54218;0.8
54219;1.0
54220;0.6
54221;1.0
54222;1.0
54223;0.6
54224;0.0
54225;0.2
54226;0.4
54227;0.4
54228;0.4
54229;0.4
54230;0.8
54231;0.8
54232;0.6
54233;0.8
54234;0.2
54235;0.4
54236;1.0
54237;0.6
54238;0.4
54239;0.6
54240;0.6
54241;1.0
54242;0.4
54243;0.8
54244;0.8
54245;0.6
54246;0.4
54247;0.6
54248;0.8
54249;0.6
54250;0.2
54251;1.0
54252;0.8
54253;0.6
54254;0.6
54255;0.6
54256;1.0
54257;0.4
54258;0.4
54259;0.2
54260;0.4
54261;0.4
54262;0.8
54263;0.2
54264;0.2
54265;1.0
54266;0.4
54267;1.0
54268;0.2
54269;0.4
54270;0.8
54271;0.8
54272;0.6
54273;0.8
54274;0.6
54275;0.4
54276;0.6
54277;0.2
54278;0.4
54279;0.8
54280;0.8
54281;0.4
54282;0.8
54283;0.6
54284;0.4
54285;0.4
54286;0.6
54287;0.2
54288;0.6
54289;0.4
54290;0.8
54291;0.4
54292;0.6
54293;0.4
54294;0.8
54295;0.6
54296;0.6
54297;0.2
54298;0.6
54299;0.6
54300;0.4
54301;0.8
54302;0.4
54303;0.6
54304;0.6
54305;0.2
54306;0.8
54307;0.2
54308;0.0
54309;0.6
54310;0.2
54311;0.6
54312;0.0
54313;0.6
54314;0.8
54315;1.0
54316;0.4
54317;0.8
54318;0.8
54319;0.8
54320;0.4
54321;0.6
54322;0.8
54323;0.6
54324;0.6
54325;0.4
54326;0.4
54327;0.4
54328;0.4
54329;0.8
54330;0.8
54331;0.6
54332;0.6
54333;0.6
54334;0.2
54335;0.6
54336;0.8
54337;0.0
54338;1.0
54339;0.2
54340;0.6
54341;0.4
54342;0.2
54343;0.6
54344;0.4
54345;0.6
54346;0.6
54347;0.2
54348;1.0
54349;0.6
54350;0.4
54351;0.0
54352;0.4
54353;0.8
54354;1.0
54355;1.0
54356;0.8
54357;0.4
54358;0.4
54359;0.6
54360;0.2
54361;0.8
54362;0.2
54363;0.6
54364;0.2
54365;0.6
54366;1.0
54367;0.6
54368;0.6
54369;0.8
54370;0.4
54371;1.0
54372;0.4
54373;0.6
54374;0.4
54375;0.4
54376;1.0
54377;0.2
54378;1.0
54379;0.4
54380;0.4
54381;0.6
54382;0.6
54383;0.4
54384;0.4
54385;0.8
54386;0.8
54387;0.8
54388;1.0
54389;1.0
54390;0.8
54391;0.4
54392;0.8
54393;0.6
54394;0.8
54395;0.4
54396;0.8
54397;0.8
54398;1.0
54399;0.6
54400;0.6
54401;0.6
54402;0.8
54403;0.8
54404;0.8
54405;0.4
54406;0.6
54407;0.6
54408;0.2
54409;1.0
54410;0.6
54411;0.2
54412;0.8
54413;0.4
54414;0.8
54415;0.2
54416;0.8
54417;0.6
54418;0.8
54419;0.4
54420;0.6
54421;0.4
54422;0.2
54423;0.8
54424;0.4
54425;0.4
54426;0.8
54427;0.8
54428;0.2
54429;0.4
54430;0.6
54431;0.6
54432;0.2
54433;0.2
54434;0.6
54435;0.6
54436;0.4
54437;0.6
54438;0.2
54439;0.6
54440;0.8
54441;0.4
54442;0.4
54443;0.6
54444;0.6
54445;0.4
54446;1.0
54447;0.0
54448;0.4
54449;1.0
54450;0.8
54451;0.8
54452;0.6
54453;0.8
54454;0.6
54455;0.4
54456;0.6
54457;0.0
54458;1.0
54459;0.6
54460;1.0
54461;0.8
54462;0.8
54463;0.4
54464;0.0
54465;0.4
54466;0.6
54467;0.6
54468;0.6
54469;0.6
54470;0.6
54471;0.4
54472;0.4
54473;0.4
54474;1.0
54475;0.6
54476;0.6
54477;0.8
54478;0.8
54479;0.2
54480;0.6
54481;1.0
54482;0.2
54483;1.0
54484;0.4
54485;0.4
54486;0.6
54487;0.4
54488;0.6
54489;0.8
54490;0.6
54491;0.6
54492;0.8
54493;1.0
54494;0.8
54495;0.2
54496;0.6
54497;0.6
54498;0.6
54499;0.6
54500;0.4
54501;1.0
54502;0.0
54503;1.0
54504;0.2
54505;0.4
54506;0.6
54507;0.6
54508;0.6
54509;0.2
54510;0.4
54511;0.4
54512;0.6
54513;0.6
54514;0.8
54515;0.8
54516;0.6
54517;1.0
54518;0.4
54519;0.6
54520;0.4
54521;0.6
54522;1.0
54523;0.2
54524;0.6
54525;0.4
54526;0.4
54527;0.2
54528;0.8
54529;0.8
54530;0.8
54531;0.8
54532;0.4
54533;0.6
54534;0.6
54535;0.6
54536;0.6
54537;1.0
54538;0.8
54539;0.4
54540;0.8
54541;0.6
54542;1.0
54543;0.6
54544;0.6
54545;0.2
54546;0.8
54547;0.6
54548;0.8
54549;0.8
54550;0.8
54551;0.4
54552;0.6
54553;0.8
54554;0.2
54555;0.8
54556;1.0
54557;0.8
54558;0.2
54559;0.2
54560;0.6
54561;0.6
54562;0.2
54563;0.8
54564;0.4
54565;0.6
54566;0.8
54567;1.0
54568;1.0
54569;0.4
54570;1.0
54571;0.0
54572;0.4
54573;0.8
54574;0.8
54575;0.8
54576;0.8
54577;0.8
54578;0.4
54579;0.6
54580;0.4
54581;0.8
54582;0.6
54583;0.6
54584;0.6
54585;0.4
54586;0.6
54587;0.6
54588;0.6
54589;0.8
54590;0.8
54591;0.8
54592;0.6
54593;0.8
54594;0.4
54595;1.0
54596;0.2
54597;1.0
54598;1.0
54599;0.6
54600;1.0
54601;1.0
54602;0.8
54603;0.4
54604;1.0
54605;0.4
54606;0.6
54607;0.4
54608;0.6
54609;0.6
54610;0.4
54611;0.6
54612;0.0
54613;0.8
54614;0.6
54615;0.8
54616;0.2
54617;0.4
54618;0.4
54619;0.8
54620;0.4
54621;0.6
54622;0.6
54623;0.8
54624;0.6
54625;0.4
54626;0.8
54627;0.8
54628;0.6
54629;0.2
54630;0.0
54631;0.6
54632;0.8
54633;0.4
54634;0.8
54635;0.4
54636;0.4
54637;0.4
54638;1.0
54639;0.6
54640;1.0
54641;0.6
54642;0.4
54643;0.8
54644;0.4
54645;0.6
54646;0.4
54647;0.6
54648;0.8
54649;0.8
54650;0.6
54651;1.0
54652;0.6
54653;0.8
54654;0.8
54655;0.6
54656;0.6
54657;0.4
54658;0.4
54659;0.4
54660;0.6
54661;0.4
54662;1.0
54663;0.6
54664;0.0
54665;0.4
54666;0.8
54667;1.0
54668;0.6
54669;0.0
54670;0.6
54671;0.4
54672;0.4
54673;0.4
54674;0.4
54675;0.8
54676;1.0
54677;0.2
54678;0.4
54679;0.6
54680;0.2
54681;0.6
54682;0.4
54683;0.8
54684;0.8
54685;0.8
54686;0.4
54687;0.8
54688;0.6
54689;0.4
54690;0.4
54691;0.8
54692;0.8
54693;0.4
54694;0.0
54695;0.8
54696;0.6
54697;0.2
54698;0.4
54699;0.8
54700;0.6
54701;0.4
54702;0.4
54703;0.8
54704;0.6
54705;0.8
54706;0.6
54707;0.8
54708;0.2
54709;0.4
54710;0.6
54711;0.6
54712;0.4
54713;0.4
54714;0.2
54715;0.6
54716;0.4
54717;0.8
54718;0.6
54719;0.8
54720;0.8
54721;0.4
54722;1.0
54723;0.8
54724;0.6
54725;0.8
54726;0.0
54727;0.8
54728;0.6
54729;0.4
54730;0.8
54731;0.8
54732;0.2
54733;0.6
54734;0.8
54735;0.4
54736;0.4
54737;0.4
54738;0.2
54739;0.6
54740;0.6
54741;0.4
54742;0.6
54743;1.0
54744;0.0
54745;0.6
54746;0.4
54747;0.4
54748;0.4
54749;0.4
54750;0.6
54751;0.6
54752;0.8
54753;1.0
54754;0.8
54755;0.6
54756;0.4
54757;0.8
54758;1.0
54759;0.8
54760;0.8
54761;0.4
54762;0.6
54763;0.6
54764;1.0
54765;0.4
54766;0.4
54767;0.2
54768;0.4
54769;0.4
54770;0.4
54771;0.6
54772;0.2
54773;0.6
54774;0.6
54775;0.6
54776;0.4
54777;0.4
54778;0.8
54779;0.8
54780;0.8
54781;0.8
54782;0.6
54783;0.8
54784;0.8
54785;0.8
54786;0.6
54787;0.4
54788;0.6
54789;0.4
54790;0.6
54791;0.6
54792;0.4
54793;0.2
54794;0.4
54795;0.6
54796;0.8
54797;0.8
54798;0.6
54799;0.2
54800;0.4
54801;0.8
54802;0.6
54803;0.8
54804;0.8
54805;0.4
54806;0.8
54807;1.0
54808;0.0
54809;0.4
54810;1.0
54811;0.6
54812;1.0
54813;0.8
54814;0.6
54815;0.6
54816;0.4
54817;0.4
54818;0.2
54819;0.4
54820;0.2
54821;0.4
54822;0.6
54823;0.6
54824;0.6
54825;0.4
54826;0.4
54827;0.2
54828;0.4
54829;0.6
54830;0.4
54831;0.2
54832;0.2
54833;1.0
54834;0.2
54835;1.0
54836;0.8
54837;0.4
54838;0.6
54839;1.0
54840;0.6
54841;0.8
54842;0.2
54843;0.6
54844;0.6
54845;0.6
54846;0.2
54847;0.4
54848;0.4
54849;0.6
54850;0.2
54851;1.0
54852;0.4
54853;0.6
54854;0.8
54855;0.4
54856;0.6
54857;0.2
54858;0.4
54859;0.8
54860;0.8
54861;0.8
54862;1.0
54863;0.6
54864;0.0
54865;0.4
54866;1.0
54867;0.0
54868;0.0
54869;1.0
54870;0.8
54871;0.6
54872;0.2
54873;0.6
54874;0.6
54875;0.6
54876;0.8
54877;0.6
54878;1.0
54879;1.0
54880;0.8
54881;0.4
54882;0.8
54883;0.8
54884;0.6
54885;0.8
54886;0.6
54887;0.2
54888;0.6
54889;0.8
54890;0.8
54891;0.6
54892;1.0
54893;0.4
54894;0.2
54895;0.8
54896;0.8
54897;0.4
54898;0.8
54899;0.6
54900;0.6
54901;0.2
54902;0.8
54903;0.6
54904;0.6
54905;0.6
54906;0.6
54907;0.4
54908;0.6
54909;0.4
54910;0.8
54911;0.6
54912;1.0
54913;1.0
54914;0.8
54915;0.8
54916;0.8
54917;0.8
54918;0.8
54919;0.2
54920;0.8
54921;0.2
54922;0.6
54923;0.6
54924;0.6
54925;0.6
54926;0.6
54927;0.8
54928;0.4
54929;0.8
54930;0.4
54931;0.8
54932;0.8
54933;0.6
54934;0.2
54935;0.8
54936;0.6
54937;0.6
54938;0.4
54939;0.4
54940;0.8
54941;0.8
54942;0.8
54943;0.4
54944;0.6
54945;0.8
54946;0.2
54947;0.6
54948;0.4
54949;0.4
54950;0.4
54951;0.4
54952;0.4
54953;0.6
54954;0.8
54955;0.4
54956;0.8
54957;0.6
54958;0.4
54959;0.6
54960;0.8
54961;0.6
54962;0.8
54963;0.4
54964;0.8
54965;0.6
54966;0.8
54967;1.0
54968;0.6
54969;0.6
54970;0.2
54971;0.6
54972;1.0
54973;0.4
54974;0.8
54975;0.2
54976;0.4
54977;0.4
54978;0.6
54979;1.0
